Protein.Group	Protein.Names	Genes	First.Protein.Description	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_001_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_002_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_003_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_004_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_005_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_006_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_007_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_008_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_009_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_010_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_011_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_012_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_013_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_014_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_015_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_016_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_017_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_018_02_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_019_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_020_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_021_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_022_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_023_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_024_001_4pto.raw
Q9UBK8	MTRR_HUMAN	MTRR	Methionine synthase reductase	2.13553e+06	1.95441e+06	2.09007e+06	2.02048e+06	1.93296e+06	1.96501e+06	1.88453e+06	1.95948e+06	2.01388e+06	1.96987e+06	2.16908e+06	1.83669e+06	2.47523e+06	2.65714e+06	2.74156e+06	2.69086e+06	2.58561e+06	2.6355e+06	2.61742e+06	2.98682e+06	2.49928e+06	2.64351e+06	2.88189e+06	2.67191e+06
Q9UBK9	UXT_HUMAN	UXT	Protein UXT	1.42973e+06	2.3426e+06	1.60307e+06	1.77959e+06	1.73144e+06	2.62661e+06	2.16858e+06	2.32695e+06	1.83586e+06	2.75182e+06	1.96998e+06	1.40823e+06	2.35393e+06	1.31348e+06	1.19287e+06	1.76287e+06	1.80661e+06	1.84542e+06	1.74047e+06	1.2466e+06	2.03419e+06	2.05404e+06	1.90119e+06	1.42795e+06
Q9UBL3	ASH2L_HUMAN	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2	6.7814e+06	5.79788e+06	6.65848e+06	6.18337e+06	6.48539e+06	6.32475e+06	6.75378e+06	6.45891e+06	6.44483e+06	6.08795e+06	6.3235e+06	6.61982e+06	7.17236e+06	6.18747e+06	6.29424e+06	5.91677e+06	6.41076e+06	7.01412e+06	6.89816e+06	6.17328e+06	6.30406e+06	6.2636e+06	6.26721e+06	6.20191e+06
Q9UBL6	CPNE7_HUMAN	CPNE7	Copine-7	229581	253042	218244	174582	319102	176353	232991	181226	228362	207759	164172	260916	319142	215188	244737	231276	285057	206652	240314	269908	237830	195108	246396	221778
Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase	2.67259e+07	2.66236e+07	3.06324e+07	2.38883e+07	2.74895e+07	2.38585e+07	2.62485e+07	2.5742e+07	2.82905e+07	2.79414e+07	2.61032e+07	2.70777e+07	3.86683e+07	3.1931e+07	3.2912e+07	3.27449e+07	3.25758e+07	3.14241e+07	3.44871e+07	3.58767e+07	2.91828e+07	2.40274e+07	3.21463e+07	3.27729e+07
Q9UBN7	HDAC6_HUMAN	HDAC6	Histone deacetylase 6	4.26496e+06	4.30572e+06	4.55801e+06	4.32851e+06	3.7542e+06	3.86601e+06	4.30123e+06	4.31042e+06	4.72346e+06	4.43503e+06	4.59784e+06	3.94589e+06	4.4324e+06	3.83885e+06	4.1753e+06	3.93637e+06	4.32963e+06	4.2142e+06	3.858e+06	4.36429e+06	3.81525e+06	3.36357e+06	4.22591e+06	3.92725e+06
Q9UBP0	SPAST_HUMAN	SPAST	Spastin	2.96679e+06	3.06888e+06	2.51611e+06	3.04387e+06	2.73963e+06	2.97989e+06	2.68412e+06	2.80731e+06	2.64659e+06	2.45683e+06	2.92414e+06	2.64013e+06	3.88593e+06	3.13987e+06	3.19575e+06	3.61051e+06	3.44233e+06	3.57835e+06	3.03168e+06	3.14058e+06	3.06603e+06	3.52339e+06	3.14628e+06	3.36564e+06
Q9UBP4	DKK3_HUMAN	DKK3	Dickkopf-related protein 3	1.12751e+06	1.96184e+06	1.34642e+06	1.24834e+06	1.07427e+06	1.76378e+06	1.75299e+06	1.64705e+06	1.05868e+06	2.05682e+06	1.1557e+06	942840	660625	2.71566e+06	1.54249e+06	1.08532e+06	1.00828e+06	1.45329e+06	1.50652e+06	1.26834e+06	1.34944e+06	2.84232e+06	1.33397e+06	1.26908e+06
Q9UBP6	TRMB_HUMAN	METTL1	tRNA (guanine-N(7)-)-methyltransferase	1.11336e+07	1.1422e+07	1.14701e+07	1.0865e+07	1.02464e+07	1.08743e+07	1.17451e+07	1.0341e+07	1.13584e+07	1.13299e+07	1.14577e+07	1.01887e+07	1.57626e+07	1.17561e+07	1.23942e+07	1.31734e+07	1.28609e+07	1.27613e+07	1.23271e+07	1.26613e+07	1.21785e+07	1.28209e+07	1.35752e+07	1.3145e+07
Q9UBP9	GULP1_HUMAN	GULP1	PTB domain-containing engulfment adapter protein 1	5.18694e+06	6.97043e+06	4.90181e+06	6.51256e+06	5.56118e+06	6.59882e+06	5.3654e+06	6.26104e+06	5.17286e+06	7.69207e+06	5.98777e+06	6.83307e+06	6.40263e+06	6.59468e+06	6.14381e+06	5.63749e+06	6.06476e+06	6.90748e+06	5.7701e+06	5.55726e+06	5.61414e+06	6.24211e+06	5.8458e+06	5.76924e+06
Q9UBQ0	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	4.32433e+07	5.28643e+07	4.70061e+07	5.28545e+07	4.86241e+07	5.21357e+07	4.90738e+07	5.31369e+07	4.54047e+07	4.77242e+07	4.79977e+07	4.43929e+07	5.85704e+07	4.4016e+07	4.78202e+07	4.61057e+07	5.12217e+07	5.18356e+07	4.33289e+07	4.92555e+07	5.11022e+07	4.73445e+07	5.06211e+07	5.01695e+07
Q9UBQ5	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K	5.22197e+07	5.3439e+07	4.43968e+07	5.84893e+07	5.26563e+07	6.03611e+07	5.69002e+07	5.71896e+07	5.49819e+07	5.92992e+07	5.37157e+07	5.04988e+07	5.23579e+07	5.14673e+07	5.48537e+07	5.94881e+07	5.84203e+07	5.69801e+07	5.25145e+07	4.99832e+07	5.97906e+07	7.65191e+07	6.1006e+07	5.47468e+07
Q9UBQ6	EXTL2_HUMAN	EXTL2	Exostosin-like 2	247348	389528	213085	240159	207521	240005	341174	219332	251311	193459	288223	250696	349746	294430	312163	261040	313530	344870	234008	265301	347393	307532	315984	232784
Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	3.30813e+07	3.00386e+07	2.73151e+07	3.06442e+07	3.14546e+07	2.81424e+07	3.12435e+07	2.69976e+07	2.30196e+07	3.10038e+07	2.84935e+07	2.79432e+07	2.34413e+07	2.97908e+07	2.78181e+07	2.91229e+07	3.13757e+07	2.79113e+07	2.70767e+07	2.66098e+07	2.61432e+07	3.48438e+07	3.02492e+07	2.74752e+07
Q9UBR2	CATZ_HUMAN	CTSZ	Cathepsin Z	1.92278e+07	2.11418e+07	1.90633e+07	1.43751e+07	2.03012e+07	2.21245e+07	1.94586e+07	1.66006e+07	1.90217e+07	2.00876e+07	1.97224e+07	1.66791e+07	1.47989e+07	1.32812e+07	1.2121e+07	1.05319e+07	1.2879e+07	1.35263e+07	1.16033e+07	1.00953e+07	1.40733e+07	1.48365e+07	1.30217e+07	9.3836e+06
Q9UBR5	CKLF_HUMAN	CKLF	Chemokine-like factor	134578	61044.2	78089.1	111452		89897.1	40671.9			81315.5	46046.4	121154		17009.7		59448.3	27202.6	30543.6			88699.6			55955.1
Q9UBS0	KS6B2_HUMAN	RPS6KB2	Ribosomal protein S6 kinase beta-2	2.29188e+06	2.11545e+06	2.06704e+06	2.02079e+06	1.95209e+06	1.92462e+06	1.95233e+06	2.25025e+06	1.95604e+06	2.30961e+06	2.18262e+06	1.91656e+06	2.0809e+06	1.88684e+06	1.8923e+06	1.68159e+06	2.05226e+06	2.14869e+06	1.89526e+06	1.7088e+06	2.1879e+06	1.57438e+06	1.90659e+06	1.69692e+06
Q9UBS3	DNJB9_HUMAN	DNAJB9	DnaJ homolog subfamily B member 9	60317	54644.4	138646	169226		117854	84268.7	58820.5	48737.9	78935.4	69294.4	127491	70317.3	103266		69508.2	78197		99590.6	76056.7		103053		
Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	4.64948e+07	4.21468e+07	4.16347e+07	4.43789e+07	4.79211e+07	4.43211e+07	4.86477e+07	5.04727e+07	3.79883e+07	4.58501e+07	4.67955e+07	5.42973e+07	3.12596e+07	5.34964e+07	4.72709e+07	4.6848e+07	4.49715e+07	4.89387e+07	4.99254e+07	5.12635e+07	4.74264e+07	6.20477e+07	4.95898e+07	5.303e+07
Q9UBS8	RNF14_HUMAN	RNF14	E3 ubiquitin-protein ligase RNF14	1.26069e+06	1.12377e+06	1.13519e+06	1.22774e+06	1.08083e+06	1.33857e+06	1.25081e+06	994409	1.12854e+06	1.26063e+06	1.13464e+06	1.15854e+06	1.5114e+06	1.4722e+06	1.36656e+06	1.29748e+06	1.75566e+06	1.63383e+06	1.48426e+06	1.38087e+06	1.50376e+06	1.74449e+06	1.45561e+06	1.32035e+06
Q9UBS9	SUCO_HUMAN	SUCO	SUN domain-containing ossification factor	1.1149e+06	1.04744e+06	1.0096e+06	1.24335e+06	1.23917e+06	1.19639e+06	1.08625e+06	1.39073e+06	1.08923e+06	1.01454e+06	1.16739e+06	1.47822e+06	484634	621944	500831	767573	638848	659565	791482	989703	654264	666273	631519	815301
Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2	8.33629e+07	8.97267e+07	9.02956e+07	8.45285e+07	9.0771e+07	8.57284e+07	8.59493e+07	8.88957e+07	8.82645e+07	9.03327e+07	9.04901e+07	9.10232e+07	8.6074e+07	8.69259e+07	8.79347e+07	8.4054e+07	8.83262e+07	8.83473e+07	9.47024e+07	9.14042e+07	9.03582e+07	8.69265e+07	8.87382e+07	8.89907e+07
Q9UBT6	POLK_HUMAN	POLK	DNA polymerase kappa			68864.5	93709.6					101213	84635.4			92191.7	95386.2	65305.6	88010.8	98285.1	107042	48010.6	163561	84799.2		66040.1	87958.1
Q9UBT7	CTNL1_HUMAN	CTNNAL1	Alpha-catulin	3.38662e+06	4.67825e+06	3.65397e+06	4.14567e+06	3.69588e+06	4.39128e+06	3.91428e+06	4.52044e+06	4.44251e+06	4.43881e+06	3.96651e+06	3.7958e+06	3.40081e+06	3.21574e+06	3.55324e+06	3.75598e+06	3.36496e+06	4.06845e+06	3.45827e+06	4.17003e+06	3.25734e+06	3.01687e+06	3.51198e+06	3.78446e+06
Q9UBU6	FA8A1_HUMAN	FAM8A1	Protein FAM8A1	173072	161460	229994	152225	175995	120144	206352	174052	219548	188785	168135	113482	213203	178822	184940	266993	155912	204200	158712	152624	199862	164323	194908	246938
Q9UBU7	DBF4A_HUMAN	DBF4	Protein DBF4 homolog A	38736.3	50637.8	54239.6	56025.2	65073.6	64697	74339.1	34874.4	89403.6	75045.9	65849.2	65782.3	72692.9	61637.8	64744.8	45381.9	66033.3	87243.6	79343.6	40465.7	71645	77390.9	74868.9	70562.1
Q9UBU8	MO4L1_HUMAN	MORF4L1	Mortality factor 4-like protein 1	1.20262e+08	1.16848e+08	9.99948e+07	1.22071e+08	1.16071e+08	1.26071e+08	1.14886e+08	1.28217e+08	1.26679e+08	1.35703e+08	1.30413e+08	1.19434e+08	1.48693e+08	1.37559e+08	1.31693e+08	1.40568e+08	1.36027e+08	1.59116e+08	1.39374e+08	1.38824e+08	1.44491e+08	1.54295e+08	1.45675e+08	1.41771e+08
Q9UBU9	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1	1.52845e+07	1.50836e+07	1.6237e+07	1.51323e+07	1.40724e+07	1.45862e+07	1.52852e+07	1.55448e+07	1.7137e+07	1.62212e+07	1.59659e+07	1.53866e+07	2.07837e+07	1.80317e+07	1.86522e+07	1.88829e+07	1.83988e+07	1.80998e+07	1.82196e+07	1.90944e+07	1.86655e+07	1.45544e+07	1.77809e+07	1.91922e+07
Q9UBV2	SE1L1_HUMAN	SEL1L	Protein sel-1 homolog 1	5.13049e+06	5.81305e+06	5.83788e+06	5.56745e+06	5.37232e+06	5.3657e+06	5.60816e+06	5.58362e+06	5.60863e+06	5.38902e+06	5.63553e+06	5.23087e+06	5.10043e+06	4.72678e+06	4.93569e+06	5.11466e+06	4.8314e+06	5.13908e+06	5.47041e+06	5.71254e+06	5.14898e+06	4.65306e+06	5.36769e+06	5.14435e+06
Q9UBV7	B4GT7_HUMAN	B4GALT7	Beta-1,4-galactosyltransferase 7	245578	278463	281462	333211	313335	309086	343023	279256	330879	306675	302976	301770	336914	182591	213198	280413	256197	288350	228786	284939	244093	215696	268252	228582
Q9UBV8	PEF1_HUMAN	PEF1	Peflin	1.41533e+07	1.37585e+07	1.11618e+07	1.3751e+07	1.5051e+07	1.36531e+07	1.19866e+07	1.23193e+07	1.32833e+07	1.31273e+07	1.37442e+07	1.27162e+07	1.43686e+07	1.46025e+07	1.45458e+07	1.67347e+07	1.60863e+07	1.44963e+07	1.41443e+07	1.30393e+07	1.533e+07	2.12512e+07	1.48483e+07	1.52711e+07
Q9UBW7	ZMYM2_HUMAN	ZMYM2	Zinc finger MYM-type protein 2	9.16542e+06	7.93339e+06	9.30026e+06	7.4853e+06	8.09767e+06	7.91934e+06	9.11534e+06	8.30607e+06	8.93355e+06	8.53263e+06	8.26537e+06	8.16957e+06	1.1207e+07	9.37718e+06	9.1687e+06	8.9927e+06	9.21757e+06	1.00188e+07	9.78507e+06	8.85995e+06	9.54397e+06	8.82648e+06	9.18192e+06	9.21344e+06
Q9UBW8	CSN7A_HUMAN	COPS7A	COP9 signalosome complex subunit 7a	1.34297e+07	1.2649e+07	1.04519e+07	1.38772e+07	1.21287e+07	1.24226e+07	1.2148e+07	1.10423e+07	1.16112e+07	1.27043e+07	1.18581e+07	1.22618e+07	1.32708e+07	1.51413e+07	1.60444e+07	1.46954e+07	1.71367e+07	1.78525e+07	1.5597e+07	1.52126e+07	1.60903e+07	1.84305e+07	1.61271e+07	1.48484e+07
Q9UBX3	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier	1.49119e+07	1.74056e+07	1.74779e+07	1.5234e+07	1.62479e+07	1.42904e+07	1.49084e+07	1.38363e+07	1.49077e+07	1.47924e+07	1.48162e+07	1.31097e+07	1.69307e+07	1.29853e+07	1.52087e+07	1.36048e+07	1.48276e+07	1.41886e+07	1.52513e+07	1.51756e+07	1.40894e+07	1.11562e+07	1.29121e+07	1.2016e+07
Q9UBY8	CLN8_HUMAN	CLN8	Protein CLN8	330902	407309	210130	397914		337568	138992	463603	416742	159894	233791	271696	481907		398887	437016	406526	505648	282507	323209	309707	242045	240681	397910
Q9UBZ4	APEX2_HUMAN	APEX2	DNA-(apurinic or apyrimidinic site) endonuclease 2	1.154e+06	1.15255e+06	1.45894e+06	1.76953e+06	1.36422e+06	1.52097e+06	1.30371e+06	1.82894e+06	1.42235e+06	1.45962e+06	1.55475e+06	1.6553e+06	1.62612e+06	1.14409e+06	1.20684e+06	2.0257e+06	1.24943e+06	1.24526e+06	993894	1.86784e+06	1.24067e+06	1.28997e+06	1.2748e+06	1.9291e+06
Q9UBZ9	REV1_HUMAN	REV1	DNA repair protein REV1	743239	954744		1.64609e+06		1.28602e+06	788691	1.44053e+06	1.08326e+06		1.03906e+06	1.46953e+06	1.9257e+06	1.01741e+06	1.08086e+06	954411	1.12178e+06	1.61024e+06	1.55814e+06	1.18381e+06	1.2827e+06	706184	439298	977827
Q9UDR5	AASS_HUMAN	AASS	Alpha-aminoadipic semialdehyde synthase, mitochondrial	1.24092e+07	1.27746e+07	1.23978e+07	1.22705e+07	1.19865e+07	1.31728e+07	1.367e+07	1.40993e+07	1.31083e+07	1.40192e+07	1.28041e+07	1.33947e+07	1.14257e+07	1.03515e+07	9.7774e+06	9.45105e+06	1.02006e+07	9.96949e+06	1.05176e+07	1.00604e+07	9.18193e+06	8.64165e+06	1.02454e+07	8.75544e+06
Q9UDT6	CLIP2_HUMAN	CLIP2	CAP-Gly domain-containing linker protein 2	1.22754e+07	1.19379e+07	1.09842e+07	1.2237e+07	1.21126e+07	1.20412e+07	1.19935e+07	1.09702e+07	1.1217e+07	1.21238e+07	1.21657e+07	1.18296e+07	1.21478e+07	1.52158e+07	1.48892e+07	1.33974e+07	1.56912e+07	1.4975e+07	1.55891e+07	1.23235e+07	1.57628e+07	1.95642e+07	1.53579e+07	1.34268e+07
Q9UDV6	ZN212_HUMAN	ZNF212	Zinc finger protein 212	7334					6031.34							11604.9										10575.1	
Q9UDW1	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9	4.47289e+07	5.84812e+07	5.02981e+07	6.09217e+07	5.50006e+07	6.59483e+07	5.84966e+07	6.06854e+07	5.85233e+07	5.9116e+07	6.22716e+07	5.5487e+07	6.42792e+07	6.30081e+07	6.77808e+07	6.71322e+07	6.93865e+07	8.31354e+07	7.27117e+07	7.35952e+07	7.48689e+07	6.11366e+07	6.61057e+07	7.0866e+07
Q9UDW3	ZMAT5_HUMAN	ZMAT5	Zinc finger matrin-type protein 5	227445		265494	287106	182551	379764	244725	257177	187306	230905	184914	220845	262387	447413	312638	331070	320260	359776	266014	73915.5	316806	431991	256356	341025
Q9UDX5	MTFP1_HUMAN	MTFP1	Mitochondrial fission process protein 1	2.62492e+06	2.49956e+06	3.0523e+06	3.18371e+06	2.78715e+06	2.4169e+06	2.86857e+06	2.7342e+06	2.9055e+06	2.82063e+06	2.6899e+06	2.70396e+06	3.2268e+06	2.80883e+06	3.08398e+06	2.97478e+06	3.06433e+06	3.0456e+06	3.24675e+06	3.36234e+06	3.03595e+06	2.19297e+06	2.99247e+06	2.95951e+06
Q9UDY2	ZO2_HUMAN	TJP2	Tight junction protein ZO-2	6.40659e+07	5.9179e+07	6.24156e+07	6.63299e+07	6.28494e+07	5.872e+07	6.28091e+07	7.40452e+07	6.24422e+07	6.07607e+07	6.58287e+07	7.91339e+07	5.70656e+07	5.64827e+07	5.61353e+07	7.038e+07	5.62318e+07	5.4363e+07	6.18493e+07	6.97484e+07	5.9586e+07	5.91612e+07	5.9864e+07	7.36961e+07
Q9UDY4	DNJB4_HUMAN	DNAJB4	DnaJ homolog subfamily B member 4	5.65449e+06	4.77965e+06	5.41507e+06	4.69728e+06	5.93185e+06	5.11504e+06	5.76611e+06	4.76553e+06	5.56848e+06	5.02671e+06	5.64043e+06	5.22165e+06	5.50859e+06	6.36223e+06	6.81352e+06	5.32843e+06	6.97882e+06	6.90706e+06	6.99081e+06	5.65511e+06	6.65878e+06	6.10344e+06	6.36246e+06	5.63108e+06
Q9UDY8	MALT1_HUMAN	MALT1	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	4.2529e+06	4.45328e+06	4.59926e+06	4.52125e+06	4.33115e+06	3.97649e+06	4.62285e+06	4.87087e+06	4.68506e+06	4.2511e+06	4.83285e+06	4.2512e+06	5.25391e+06	4.28934e+06	4.32595e+06	4.53852e+06	4.61195e+06	4.79244e+06	4.40928e+06	4.54521e+06	4.73378e+06	3.81395e+06	4.1423e+06	4.48599e+06
Q9UEE5	ST17A_HUMAN	STK17A	Serine/threonine-protein kinase 17A	665565	813345	763155	806810	892219	648175	786158	710664	759944	575805	802858	663309	561730	477076	495387	631297	513516	525830	529699	613263	424955	579898	700655	618000
Q9UEE9	CFDP1_HUMAN	CFDP1	Craniofacial development protein 1	1.05557e+07	1.00591e+07	9.4002e+06	9.6411e+06	1.18257e+07	1.09553e+07	9.78287e+06	9.05434e+06	1.06613e+07	9.68991e+06	1.00564e+07	9.67035e+06	4.18204e+06	1.61809e+07	1.13135e+07	1.0954e+07	1.02199e+07	1.07613e+07	1.03491e+07	9.82648e+06	1.03439e+07	1.59539e+07	1.11356e+07	1.09309e+07
Q9UEG4	ZN629_HUMAN	ZNF629	Zinc finger protein 629	591664	583901	629967	411671	525088	503764	549826	468145	361064	464693	479035	378430	461050	652631	451415	427483	502641	470704	482686	498495	469215	542282	462842	459379
Q9UER7	DAXX_HUMAN	DAXX	Death domain-associated protein 6	4.08046e+06	4.23815e+06	4.22565e+06	4.53258e+06	4.19911e+06	3.8263e+06	4.58499e+06	4.38302e+06	3.58918e+06	3.96572e+06	3.5578e+06	4.65994e+06	3.91596e+06	4.63788e+06	3.93788e+06	4.59769e+06	4.60436e+06	4.00137e+06	4.83343e+06	4.48994e+06	3.99848e+06	6.21688e+06	4.89238e+06	4.51485e+06
Q9UET6	TRM7_HUMAN	FTSJ1	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	4.12663e+06	3.90842e+06	3.97253e+06	3.99999e+06	3.58727e+06	3.62194e+06	3.88781e+06	3.48689e+06	4.64485e+06	4.21934e+06	3.93528e+06	4.02556e+06	5.46509e+06	4.54253e+06	4.81053e+06	5.40964e+06	4.85877e+06	5.37188e+06	4.70057e+06	4.6295e+06	4.69925e+06	5.30696e+06	5.38817e+06	5.12659e+06
Q9UEU0	VTI1B_HUMAN	VTI1B	Vesicle transport through interaction with t-SNAREs homolog 1B	4.61458e+06	4.46603e+06	3.86897e+06	4.74059e+06	4.70328e+06	4.80738e+06	4.12298e+06	3.5031e+06	2.96488e+06	4.58067e+06	4.07356e+06	3.75403e+06	3.43869e+06	6.74742e+06	5.08134e+06	4.76877e+06	5.10038e+06	4.94803e+06	4.51262e+06	4.41034e+06	4.46174e+06	7.308e+06	5.18826e+06	3.97862e+06
Q9UEW8	STK39_HUMAN	STK39	STE20/SPS1-related proline-alanine-rich protein kinase	1.92069e+07	2.02737e+07	1.65612e+07	2.03126e+07	1.96358e+07	2.04385e+07	2.12378e+07	2.03387e+07	1.9424e+07	2.14343e+07	2.13031e+07	2.01562e+07	1.38623e+07	1.32616e+07	1.48667e+07	1.34943e+07	1.61278e+07	1.39043e+07	1.54116e+07	1.53441e+07	1.47912e+07	1.54585e+07	1.58027e+07	1.37645e+07
Q9UEY8	ADDG_HUMAN	ADD3	Gamma-adducin	4.11935e+06	4.80372e+06	4.36863e+06	4.83362e+06	3.92585e+06	4.83754e+06	4.51124e+06	4.68886e+06	4.76373e+06	5.26059e+06	4.6239e+06	4.13609e+06	5.0301e+06	5.19474e+06	5.8971e+06	4.65267e+06	5.97534e+06	5.36489e+06	5.52509e+06	5.24762e+06	5.963e+06	5.04168e+06	5.72623e+06	5.27413e+06
Q9UF56	FXL17_HUMAN	FBXL17	F-box/LRR-repeat protein 17		735252	942004			677280	710592	961127	909333	1.00105e+06			707833		714343	864063		734160			779294			
Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1	7.10445e+06	6.99132e+06	7.54934e+06	6.94742e+06	6.71606e+06	6.73158e+06	7.0632e+06	6.45066e+06	8.21434e+06	6.45034e+06	7.06731e+06	6.5465e+06	8.95747e+06	7.27602e+06	7.56281e+06	8.0815e+06	7.48641e+06	8.02068e+06	7.24475e+06	7.73813e+06	7.59951e+06	6.63999e+06	7.30052e+06	8.01841e+06
Q9UFF9	CNOT8_HUMAN	CNOT8	CCR4-NOT transcription complex subunit 8	1.42367e+06	1.32683e+06	1.32797e+06	1.47515e+06	1.29049e+06	1.26874e+06	1.33899e+06	1.33076e+06	1.43358e+06	1.47156e+06	1.53197e+06	1.55647e+06	1.14572e+06	1.0398e+06	1.10144e+06	1.11588e+06	1.22368e+06	1.35454e+06	1.17822e+06	1.28315e+06	1.11462e+06	1.12448e+06	1.03666e+06	1.11812e+06
Q9UFG5	CS025_HUMAN	C19orf25	UPF0449 protein C19orf25	3.68954e+06	4.27385e+06	3.03097e+06	3.6088e+06	4.59977e+06	4.15435e+06	3.54558e+06	3.41214e+06	3.19018e+06	3.82445e+06	2.98362e+06	3.20611e+06	2.13307e+06	5.89478e+06	3.9978e+06	3.78695e+06	3.82561e+06	2.80226e+06	3.36779e+06	3.80959e+06	3.38649e+06	6.38795e+06	4.11022e+06	4.12457e+06
Q9UFN0	NPS3A_HUMAN	NIPSNAP3A	Protein NipSnap homolog 3A	1.06929e+07	1.30061e+07	1.48481e+07	1.257e+07	1.3353e+07	1.29699e+07	1.31797e+07	1.31214e+07	1.33564e+07	1.2776e+07	1.46651e+07	1.21548e+07	1.13546e+07	9.25687e+06	1.15302e+07	8.82641e+06	1.09291e+07	1.07667e+07	9.15758e+06	9.44556e+06	1.08087e+07	8.35307e+06	9.11569e+06	9.58689e+06
Q9UFW8	CGBP1_HUMAN	CGGBP1	CGG triplet repeat-binding protein 1	6.48597e+06	5.02154e+06	4.93942e+06	6.42152e+06	5.92226e+06	5.9527e+06	4.97056e+06	5.30338e+06	4.7471e+06	5.62825e+06	5.39437e+06	5.5259e+06	4.93875e+06	7.73746e+06	6.68532e+06	6.41816e+06	6.73959e+06	6.29518e+06	6.02932e+06	5.83211e+06	6.18239e+06	9.17754e+06	6.08776e+06	6.0829e+06
Q9UG01	IF172_HUMAN	IFT172	Intraflagellar transport protein 172 homolog	9.81804e+06	1.13174e+07	1.18977e+07	1.01054e+07	1.11799e+07	9.12283e+06	1.08631e+07	1.00618e+07	1.21569e+07	1.072e+07	1.13397e+07	9.35992e+06	1.23967e+07	8.88352e+06	1.06823e+07	8.68989e+06	1.07374e+07	1.00435e+07	1.05945e+07	9.84013e+06	1.01315e+07	8.56945e+06	9.73647e+06	9.1234e+06
Q9UG22	GIMA2_HUMAN	GIMAP2	GTPase IMAP family member 2	4494.63		3545.97	4047.03		1675.33	1725.12	2898.64	2414.34	1896.49	4830.74	2298.18	1448.77			2200.48	2369.18						1432.65	3566.52
Q9UG56	PISD_HUMAN	PISD	Phosphatidylserine decarboxylase proenzyme, mitochondrial	9.75685e+06	1.0341e+07	9.78803e+06	1.1644e+07	1.01766e+07	9.4423e+06	9.64277e+06	1.05211e+07	1.03527e+07	8.96742e+06	9.52136e+06	9.93517e+06	9.13682e+06	7.87915e+06	8.71989e+06	9.66887e+06	8.48862e+06	8.30728e+06	8.24075e+06	9.546e+06	8.1959e+06	7.59777e+06	7.49286e+06	8.88784e+06
