Protein.Group	Protein.Names	Genes	First.Protein.Description	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_001_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_002_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_003_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_004_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_005_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_006_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_007_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_008_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_009_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_010_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_011_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_012_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_013_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_014_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_015_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_016_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_017_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_018_02_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_019_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_020_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_021_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_022_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_023_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_024_001_4pto.raw
A0A024RBG1	NUD4B_HUMAN	NUDT4B	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B	6.09018e+06	5.72729e+06	5.79447e+06	5.87161e+06	6.48881e+06	5.09932e+06	6.38728e+06	5.42971e+06	5.01213e+06	5.9032e+06	5.93094e+06	5.31072e+06	4.74762e+06	6.51131e+06	7.05206e+06	5.27123e+06	6.81087e+06	6.86008e+06	7.16255e+06	6.03426e+06	5.29444e+06	7.03621e+06	6.45362e+06	5.40494e+06
A0A096LP01	SIM26_HUMAN	SMIM26	Small integral membrane protein 26	1.6958e+06	1.25317e+06	1.56925e+06	1.5725e+06	1.55408e+06	1.49011e+06	1.63943e+06	1.52004e+06	1.73891e+06	1.67603e+06	1.52744e+06	1.64962e+06	1.55064e+06	1.98445e+06	1.86656e+06	1.84383e+06	1.74397e+06	2.04694e+06	1.49261e+06	1.73956e+06	1.63103e+06	2.05776e+06	1.86812e+06	1.8173e+06
A0A0B4J2D5;P0DPI2	GAL3A_HUMAN;GAL3B_HUMAN	GATD3;GATD3B	Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial	2.39161e+07	2.17427e+07	2.12811e+07	2.6219e+07	2.557e+07	2.33705e+07	2.25716e+07	2.07625e+07	1.82061e+07	2.2696e+07	2.33146e+07	2.25142e+07	2.45316e+07	2.82455e+07	2.65962e+07	2.82131e+07	2.82196e+07	2.54221e+07	2.66409e+07	2.47752e+07	2.48485e+07	3.47073e+07	2.55248e+07	2.59224e+07
A0A0B4J2F0	PIOS1_HUMAN	PIGBOS1	Protein PIGBOS1	2.72969e+06	2.75247e+06	2.28207e+06	3.27473e+06	3.16271e+06	3.17126e+06	1.94503e+06	2.73131e+06	2.85986e+06	2.49604e+06	2.9315e+06	2.77279e+06	3.09873e+06	2.66439e+06	2.20789e+06	2.33975e+06	2.80935e+06	1.9725e+06	2.06213e+06	1.98396e+06	2.13484e+06	3.08711e+06	2.30428e+06	2.74725e+06
A0A0U1RRE5	NBDY_HUMAN	NBDY	Negative regulator of P-body association	1.35999e+06	1.12974e+06	1.12757e+06	1.08836e+06	982593	1.33524e+06	1.03128e+06	904720	1.26395e+06	1.30702e+06	969819	1.37976e+06	743537	1.27649e+06	1.25244e+06	1.24215e+06	1.37609e+06	1.04714e+06	783101	887180	868394	1.909e+06	823302	1.03862e+06
A0A0U1RRL7	MMPOS_HUMAN	MMP24OS	Protein MMP24OS	711919	651878	478535	691424	846650	547772	469149	496357	535708	750219	584712	616804	241132	969795	688110	442948	574930	265125	466421	439065	597008	1.17064e+06	567963	529944
A0A1W2PQ72	MSD7_HUMAN	MSANTD7	Myb/SANT-like DNA-binding domain-containing protein 7	55148.3	66846.1	53817.1	42023	61644.8	25145.7	30785.5	52242.2	28048	36839.2	40732.5	34256.2	32376.2	31181.4	29007.7	36797.3	37879.8	25532	54395.3	21193	30959.4	25725.2	36683.3	22820.9
A0A2Z4LIS9	FXO3B_HUMAN	FOXO3B	Forkhead box protein O3B	593144	642482	524078	647946		423248	831855		643561	775442	1.04602e+06		191072	566792	502387	855597	720410	608379	680554	339834		931096	919988	1.22951e+06
A0A3B3IRV3	MCTS2_HUMAN	MCTS2	Malignant T-cell-amplified sequence 2	15962	15297.6	20470.1	13635.8		27886.7	26182.1	11851.7	35405.5	34183.2	21801.4	24922.4	32965.8	18682.1	30918.5	27857.4	22117.1	27104		29015	32185.8	28823.1	22017	26209.3
A0AV02	S12A8_HUMAN	SLC12A8	Solute carrier family 12 member 8	75180.3		62151.8	110782		24423.3	53459.6		56263.7	44807.7	39045.3	44653.9	41458.1	102375	70491.3	43898.6	51332.6	29698.8	106532	53692.9	88672.6	59575.1	64751.2	63642.1
A0AV96	RBM47_HUMAN	RBM47	RNA-binding protein 47	3.52059e+06	4.89247e+06	3.88193e+06	4.73013e+06	3.10568e+06	4.38272e+06	3.55174e+06	4.95273e+06	4.28324e+06	5.63292e+06	3.99725e+06	5.17078e+06	4.52505e+06	4.50329e+06	4.18259e+06	5.12748e+06	4.06744e+06	4.8332e+06	4.31527e+06	5.44823e+06	4.0608e+06	3.65525e+06	4.20373e+06	5.05151e+06
A0AVF1	IFT56_HUMAN	IFT56	Intraflagellar transport protein 56	1.09741e+06	1.39677e+06	1.31073e+06	1.296e+06	1.31456e+06	1.14478e+06	1.56892e+06	1.23904e+06	1.45142e+06	1.27561e+06	1.27424e+06	1.0067e+06	1.63252e+06	1.08822e+06	1.21759e+06	1.26503e+06	1.29867e+06	1.46251e+06	1.14364e+06	1.33739e+06	1.21591e+06	1.08116e+06	1.08989e+06	1.20709e+06
A0AVI4	TM129_HUMAN	TMEM129	E3 ubiquitin-protein ligase TM129	121729	219799	210126	143750	184233	152420	120577	147654	101631	136754	101425	119398	192511	163760	159727	163548	179594	207716	191193	158409	167163	172389	142939	165795
A0AVK6	E2F8_HUMAN	E2F8	Transcription factor E2F8	323067	310273	286052	293265	293953	305357	285365	298083	309011	338790	315390	287550	346990	364129	322506	255819	463015	370302	321971	268389	282772	327606	329564	200405
A0AVT1	UBA6_HUMAN	UBA6	Ubiquitin-like modifier-activating enzyme 6	1.32355e+07	1.34711e+07	1.40599e+07	1.38745e+07	1.28756e+07	1.3557e+07	1.36509e+07	1.47149e+07	1.30321e+07	1.32962e+07	1.39567e+07	1.51893e+07	1.14191e+07	1.07386e+07	1.09521e+07	1.19242e+07	1.08564e+07	1.16126e+07	1.17232e+07	1.18265e+07	1.11059e+07	1.0234e+07	1.13188e+07	1.24235e+07
A0FGR8	ESYT2_HUMAN	ESYT2	Extended synaptotagmin-2	9.67139e+06	9.85653e+06	1.02618e+07	9.7303e+06	9.21458e+06	9.07806e+06	9.96162e+06	9.95576e+06	9.38374e+06	9.82153e+06	1.00048e+07	9.88985e+06	1.01342e+07	8.10364e+06	8.7653e+06	7.84802e+06	8.79353e+06	8.40161e+06	8.98473e+06	8.80246e+06	8.68787e+06	7.52322e+06	8.1783e+06	8.47341e+06
A0JLT2	MED19_HUMAN	MED19	Mediator of RNA polymerase II transcription subunit 19	1.28139e+06	1.29788e+06	1.54245e+06	1.77905e+06	1.1926e+06	1.63942e+06	1.27108e+06	1.54966e+06	777297	1.15669e+06	1.09935e+06	1.52608e+06	866019	1.59439e+06	1.30978e+06	1.63541e+06	1.30636e+06	1.27143e+06	1.58271e+06	1.34322e+06	1.52795e+06	1.92036e+06	1.32265e+06	1.51805e+06
A0JNW5	BLT3B_HUMAN	BLTP3B	Bridge-like lipid transfer protein family member 3B	999299	1.19226e+06	993853	1.06333e+06	886220	1.02263e+06	947111	1.21209e+06	996216	1.10556e+06	909695	1.18023e+06	792618	1.07263e+06	885688	954090	864503	939028	939982	986629	897663	844660	934616	1.032e+06
A0MZ66	SHOT1_HUMAN	SHTN1	Shootin-1	1.38772e+07	1.28253e+07	1.2606e+07	1.30848e+07	1.38238e+07	1.38647e+07	1.36288e+07	1.30253e+07	1.29603e+07	1.31056e+07	1.35172e+07	1.44333e+07	8.40422e+06	1.39671e+07	1.28091e+07	1.22989e+07	1.34327e+07	1.25547e+07	1.40191e+07	1.28829e+07	1.29756e+07	1.79104e+07	1.32069e+07	1.28353e+07
A0PJW6	TM223_HUMAN	TMEM223	Transmembrane protein 223	2.68076e+07	2.77952e+07	2.56137e+07	2.80311e+07	2.72932e+07	2.58706e+07	2.62065e+07	2.85875e+07	2.71624e+07	2.78223e+07	2.75607e+07	2.80765e+07	3.32936e+07	2.93205e+07	3.0796e+07	3.2882e+07	2.95906e+07	3.23003e+07	3.00494e+07	3.23734e+07	2.84269e+07	2.5274e+07	2.6843e+07	3.01837e+07
A0PK00	T120B_HUMAN	TMEM120B	Transmembrane protein 120B	728447	504144	651245	664005	443538	430344	478649	402348	493290	586589	502065	472634	495389	472604	463021	261620	506023	427203	564589	369391	536585	563885	344305	490722
A1A4S6	RHG10_HUMAN	ARHGAP10	Rho GTPase-activating protein 10	1.31091e+07	1.32444e+07	1.32894e+07	1.39943e+07	1.12241e+07	1.20076e+07	1.24754e+07	1.42426e+07	1.26653e+07	1.21682e+07	1.17232e+07	1.41273e+07	1.13348e+07	1.01555e+07	1.07585e+07	1.15736e+07	1.11011e+07	1.11198e+07	1.08296e+07	1.16603e+07	1.08646e+07	9.24257e+06	1.07261e+07	1.09076e+07
A1A5D9	BICL2_HUMAN	BICDL2	BICD family-like cargo adapter 2	674006	507855	473811	509452	551606	504005	483594	378321	506758	538487	563272	420653	472315	724917	658978	540872	668770	554866	533897	592012	648803	818312	616366	499064
A1IGU5	ARH37_HUMAN	ARHGEF37	Rho guanine nucleotide exchange factor 37	1.8311e+06	2.21715e+06	1.62625e+06	2.10485e+06	1.86433e+06	2.12864e+06	1.76983e+06	2.12358e+06	1.96355e+06	2.37442e+06	1.90408e+06	2.07997e+06	1.68286e+06	1.6421e+06	1.2539e+06	1.83056e+06	1.53476e+06	1.76311e+06	1.28688e+06	2.06688e+06	1.39063e+06	1.59433e+06	1.36664e+06	1.61165e+06
A1L020	MEX3A_HUMAN	MEX3A	RNA-binding protein MEX3A	48551	19549.7											7346.36					8435.97	17846.3			21046		
A1L0T0	HACL2_HUMAN	ILVBL	2-hydroxyacyl-CoA lyase 2	7.52712e+06	7.55299e+06	8.0393e+06	7.2384e+06	6.95929e+06	6.75098e+06	6.99223e+06	6.90269e+06	7.22756e+06	6.93047e+06	6.33591e+06	6.5184e+06	7.84734e+06	6.41745e+06	6.60539e+06	6.81248e+06	6.88016e+06	6.50021e+06	6.27316e+06	7.11946e+06	6.3503e+06	5.41822e+06	6.60567e+06	6.37346e+06
A1L157	TSN11_HUMAN	TSPAN11	Tetraspanin-11						1.45213e+08		1.25387e+08				1.44903e+08	1.14086e+08				1.48856e+08	1.52221e+08	1.40976e+08	1.04607e+08				1.43831e+08
A1L170	CA226_HUMAN	C1orf226	Uncharacterized protein C1orf226	173059	157128	96616.7	153669	133656	139358	148575	141579	102562	148436	122237	117402	88294.1	79018	73338.3	87881.4	58265.1	83155.1	104645	71239.1	83923.4	107303	86169.3	97306.1
A1L188	NDUF8_HUMAN	NDUFAF8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8		205547				362897			126958				472116	306496							117396	449892	245096	
A1L390	PKHG3_HUMAN	PLEKHG3	Pleckstrin homology domain-containing family G member 3	7.36581e+06	5.93649e+06	7.62802e+06	7.0506e+06	6.86545e+06	6.22585e+06	7.21645e+06	7.57788e+06	8.01175e+06	6.77937e+06	7.91271e+06	7.96249e+06	8.48086e+06	7.14474e+06	7.52761e+06	7.87435e+06	7.85767e+06	7.50715e+06	7.52218e+06	7.53277e+06	7.91726e+06	6.76362e+06	7.49504e+06	8.56082e+06
A1L3X0	ELOV7_HUMAN	ELOVL7	Very long chain fatty acid elongase 7				1.14665e+06					975289				630473		682562	564832	587592	553708			576140			740373
A1X283	SPD2B_HUMAN	SH3PXD2B	SH3 and PX domain-containing protein 2B	5.73124e+06	5.4456e+06	5.79319e+06	5.29481e+06	5.37459e+06	5.11739e+06	5.79642e+06	5.17664e+06	5.41478e+06	5.8639e+06	5.99858e+06	5.54872e+06	4.16398e+06	4.29903e+06	4.02344e+06	3.64767e+06	4.117e+06	4.36846e+06	3.81721e+06	3.87352e+06	4.14544e+06	3.74253e+06	3.81259e+06	3.57649e+06
A1XBS5	CBAR1_HUMAN	CIBAR1	CBY1-interacting BAR domain-containing protein 1	398078	284049	307771	288662	253703	351231	252990	201618	257839	262175	276321	209443	396204	239638	250273	313500	222481	294600	344578	197953	240052	304241	310066	284102
A2A3K4	PTPC1_HUMAN	PTPDC1	Protein tyrosine phosphatase domain-containing protein 1				152695			127387	128618		95185.7		147366	78199.9		82412.9	82615.1	63756.4	47875.6				90805.4	54635.3	
A2AJT9	BCLA3_HUMAN	BCLAF3	BCLAF1 and THRAP3 family member 3	154038	81364.2	113229	109944	116421	94436.9	110969	100300	119862	92839.5	105511	121081	128351	102151	92479.3	97363.1	120972	96602.6	104506	96045.4	104210	79255	87172.2	85166.1
A2RRP1	NBAS_HUMAN	NBAS	NBAS subunit of NRZ tethering complex	1.35216e+07	1.43695e+07	1.45287e+07	1.48784e+07	1.31181e+07	1.3227e+07	1.37615e+07	1.44007e+07	1.46895e+07	1.41982e+07	1.44381e+07	1.39325e+07	1.52584e+07	1.21698e+07	1.28711e+07	1.27528e+07	1.33397e+07	1.3717e+07	1.38057e+07	1.36821e+07	1.3432e+07	1.00435e+07	1.22808e+07	1.20112e+07
A2RTX5	SYTC2_HUMAN	TARS3	Threonine--tRNA ligase 2, cytoplasmic	2.45498e+06	3.12132e+06	3.91351e+06	3.68061e+06	2.65651e+06	2.8499e+06	3.62966e+06	3.58861e+06	3.27113e+06	2.86081e+06	3.71551e+06	3.63096e+06	2.25687e+06	1.66912e+06	1.95738e+06	1.90332e+06	1.83634e+06	1.86492e+06	1.80875e+06	2.07904e+06	1.79844e+06	1.50247e+06	1.87407e+06	2.04055e+06
A2RU14	TM218_HUMAN	TMEM218	Transmembrane protein 218		58130.3				29629.4	34335.6		32331.5				29162.4				26024.7					19998.1	21788.3	
A2RU49	HYKK_HUMAN	HYKK	Hydroxylysine kinase	1.23442e+06	1.92426e+06	2.01403e+06	1.3772e+06	1.31524e+06	1.20162e+06	1.19962e+06	1.41075e+06	1.52279e+06	1.4485e+06	1.49446e+06	1.43166e+06	970207	1.24192e+06	1.10008e+06	859812	1.0279e+06	886768	934426		1.05973e+06	827416	1.16727e+06	892809
A2RU67	F234B_HUMAN	FAM234B	Protein FAM234B	147601	148169	128260	151114	139471	129206	184925	162260	160683	214001	141648	176549	122785	156129	205065	187606	183905	151314	152359	265992	181875	194414	135660	167595
A2RUC4	TYW5_HUMAN	TYW5	tRNA wybutosine-synthesizing protein 5	4.04979e+06	4.82361e+06	5.94629e+06	4.91644e+06	4.84943e+06	4.0117e+06	5.30515e+06	5.07842e+06	4.94783e+06	4.8876e+06	5.00246e+06	4.83916e+06	5.9369e+06	4.27694e+06	4.66034e+06	5.13989e+06	4.83732e+06	4.83083e+06	4.60232e+06	5.71682e+06	4.93775e+06	3.70039e+06	5.23599e+06	4.23553e+06
A2RUS2	DEND3_HUMAN	DENND3	DENN domain-containing protein 3	1.53662e+06	1.60865e+06	1.65725e+06	1.86243e+06	1.42819e+06	1.42998e+06	1.5474e+06	1.81732e+06	1.55194e+06	1.31379e+06	1.61503e+06	1.67596e+06	924992	753934	800615	969388	753488	641970	771112	980648	643477	560478	647584	802866
A2VDJ0	T131L_HUMAN	TMEM131L	Transmembrane protein 131-like	314041	192847	318303	250588	463570	342604	239953	270799	252530	363152	323819	522577	276768	344184	206686	262174	234969	319123	221434	216161	283049	151619	288018	228572
A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8	9.07729e+06	9.39104e+06	9.50711e+06	8.78072e+06	9.07851e+06	8.85753e+06	9.20376e+06	9.09442e+06	9.40036e+06	9.46649e+06	9.2476e+06	8.8175e+06	1.24165e+07	9.14701e+06	9.30083e+06	9.25715e+06	9.74628e+06	9.64793e+06	9.38013e+06	9.28234e+06	9.91526e+06	7.72352e+06	9.07923e+06	8.50739e+06
A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1	5.76252e+06	5.93584e+06	6.08906e+06	5.4704e+06	5.52832e+06	5.65047e+06	6.10594e+06	5.94229e+06	6.22198e+06	6.41817e+06	5.94156e+06	5.85922e+06	7.39827e+06	6.16779e+06	6.37996e+06	6.33406e+06	6.47543e+06	7.05375e+06	6.48907e+06	6.49057e+06	6.44629e+06	5.45138e+06	6.70282e+06	6.44817e+06
A4D126	ISPD_HUMAN	CRPPA	D-ribitol-5-phosphate cytidylyltransferase	21878.8	16468.2		11029.3		14217.5		12087.8	12962.8	9796.36	15413.3			17007.4	16241.1	12649.2	23287			22538.3		10024.1	13381.3	15487.9
A4D161	F221A_HUMAN	FAM221A	Protein FAM221A			172374			260086	322733	160423	152249							84660.3	153993	188463	87757.3					
A4D1E9	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10	1.72545e+07	1.71358e+07	1.66598e+07	1.70394e+07	1.57197e+07	1.71582e+07	1.55615e+07	1.63409e+07	1.78618e+07	1.66925e+07	1.64636e+07	1.66385e+07	2.32212e+07	1.47268e+07	1.59559e+07	1.74247e+07	1.63537e+07	1.75319e+07	1.69803e+07	1.70076e+07	1.67384e+07	1.41384e+07	1.61122e+07	1.51264e+07
A4D1P6	WDR91_HUMAN	WDR91	WD repeat-containing protein 91	949450	901978	901765	1.04962e+06	794929	781323	1.01349e+06	1.09729e+06	1.00875e+06	973706	945358	905302	1.14543e+06	956515	1.07479e+06	1.14346e+06	958762	1.04112e+06	1.26013e+06	1.14458e+06	935926	969766	979653	1.12606e+06
A4D1S0	KLRG2_HUMAN	KLRG2	Killer cell lectin-like receptor subfamily G member 2													368426	1.00576e+06	849643		736869	500318				611349	530992	
A4D1S5	RAB19_HUMAN	RAB19	Ras-related protein Rab-19	206569	326503	261842	248575	113503	199351	202382	195301	271776	210364	251436	179209	187330	174556	198442	204025	201284	190892	250315	228275	220006	166315	212631	187495
A4D1U4	DEN11_HUMAN	DENND11	DENN domain-containing protein 11	167810		82455.1	114116	118474	91055.8		97653.3	87289.1	98668.5	79823.2	94398.6	147925	97599.6	77656.6	121506	86992.9	97350.2	78847.4	171802	108658	112691	102066	77327.6
A4D2B0	MBLC1_HUMAN	MBLAC1	Metallo-beta-lactamase domain-containing protein 1		2724.32		3648.81									2700.11				4785.62						5517.49	4185.89
A4FU01	MTMRB_HUMAN	MTMR11	Myotubularin-related protein 11	1.33033e+07	1.44961e+07	1.41794e+07	1.35657e+07	1.40285e+07	1.21118e+07	1.38047e+07	1.44407e+07	1.13218e+07	1.40403e+07	1.27525e+07	1.47098e+07	1.09064e+07	1.08544e+07	1.02644e+07	1.38141e+07	1.00195e+07	1.09135e+07	1.1346e+07	1.35169e+07	9.58116e+06	8.92722e+06	9.26954e+06	1.03957e+07
A4FU49	SH321_HUMAN	SH3D21	SH3 domain-containing protein 21				3849.52			3075.7			3857.65		5253.21			1634.27			7182.43			6558.66			
A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	2.5917e+06	1.97092e+06	1.81611e+06	2.42695e+06	2.2624e+06	2.24958e+06	2.14329e+06	1.86843e+06	2.27442e+06	2.14815e+06	2.33793e+06	2.08855e+06	2.70402e+06	3.47779e+06	2.65433e+06	2.6949e+06	3.15103e+06	3.36543e+06	2.77208e+06	2.75603e+06	2.39184e+06	3.35644e+06	2.87016e+06	2.80526e+06
A5PL33	KRBA1_HUMAN	KRBA1	Protein KRBA1	2974.54	4445.16	2409.56	3280.18	7914.82	3705.88	4370.91	2391	6843.08		3144.02		4457.88		5211.96	9197.36	6466.28	6662.64	3567.31		11528.7	7743.94	3377.93	9750.32
A5PLL7	PDES1_HUMAN	PEDS1	Plasmanylethanolamine desaturase 1	5.49861e+06	5.17553e+06	6.20726e+06	7.60246e+06	5.42714e+06	4.92593e+06	6.64505e+06	6.43805e+06	5.66573e+06	5.81317e+06	6.1803e+06	6.88233e+06	6.63809e+06	6.90828e+06	6.62501e+06	8.21369e+06	7.08438e+06	6.94407e+06	5.99945e+06	8.06374e+06	6.16919e+06	5.7433e+06	5.78503e+06	8.00723e+06
A5PLN9	TPC13_HUMAN	TRAPPC13	Trafficking protein particle complex subunit 13	6.09628e+06	6.76087e+06	6.585e+06	6.176e+06	5.66221e+06	6.13455e+06	6.15026e+06	6.49015e+06	6.49978e+06	6.42846e+06	6.4102e+06	6.15363e+06	6.6342e+06	6.0862e+06	5.6791e+06	6.3698e+06	6.12536e+06	5.40548e+06	5.96485e+06	6.069e+06	5.48205e+06	5.25013e+06	5.96202e+06	6.27279e+06
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	2.63955e+07	2.78262e+07	2.76416e+07	2.74401e+07	2.6552e+07	2.65136e+07	2.70605e+07	2.73925e+07	2.90276e+07	2.72278e+07	2.82344e+07	2.63291e+07	3.2102e+07	2.38725e+07	2.60511e+07	2.71029e+07	2.67815e+07	2.86618e+07	2.7424e+07	2.76479e+07	2.72999e+07	2.15273e+07	2.67315e+07	2.64569e+07
A5YM69	ARG35_HUMAN	ARHGEF35	Rho guanine nucleotide exchange factor 35	217684	218963	142320	184495	198975	252389	158857	227227	204709	151581	192615	237459	122375	310934	198664	126439	228658	337307	176724	137910	219304	341085	259820	142994
A6H8Y1	BDP1_HUMAN	BDP1	Transcription factor TFIIIB component B'' homolog	13364.4	13740.6	11840	10490.2	13478.2	14302	10269.5	12244.7	9362.07	11866.3	15715	14362.1	5704.29	22371.7	13488.5	10809.6	10507.2	12921.3	10969	13573.9	11415.8	17472.5	10949.5	14597.6
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	7.52142e+06	8.68436e+06	6.84565e+06	8.34107e+06	7.23337e+06	9.00065e+06	8.81734e+06	8.74485e+06	5.40399e+06	7.38286e+06	8.12188e+06	8.44307e+06	9.55e+06	1.18238e+07	1.07681e+07	1.62625e+07	1.12885e+07	8.89587e+06	1.09687e+07	1.43613e+07	1.07623e+07	1.64806e+07	1.30995e+07	1.49779e+07
A6NCL7	AN33B_HUMAN	ANKRD33B	Ankyrin repeat domain-containing protein 33B				90197.8	122225								97389.4			76274.3								
A6ND36	FA83G_HUMAN	FAM83G	Protein FAM83G	2.68886e+06	3.33493e+06	3.10377e+06	3.8351e+06	2.64153e+06	2.98466e+06	2.82372e+06	3.90934e+06	2.81787e+06	3.42824e+06	3.08615e+06	3.92977e+06	2.50998e+06	2.73341e+06	2.40273e+06	3.3628e+06	2.66289e+06	3.11844e+06	2.82338e+06	3.57025e+06	2.4186e+06	2.67393e+06	2.65653e+06	3.28413e+06
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	1.3168e+07	1.43708e+07	1.19891e+07	1.5766e+07	1.46747e+07	1.51653e+07	1.34828e+07	1.337e+07	1.2082e+07	1.38902e+07	1.40925e+07	1.23372e+07	1.28675e+07	1.4582e+07	1.39455e+07	1.41827e+07	1.53945e+07	1.33045e+07	1.28036e+07	1.21312e+07	1.40284e+07	1.8349e+07	1.4628e+07	1.45305e+07
A6NDU8	RIMC1_HUMAN	RIMOC1	RAB7A-interacting MON1-CCZ1 complex subunit 1	3.02146e+06	2.68561e+06	2.81907e+06	3.63064e+06	2.5806e+06	2.9679e+06	2.87375e+06	2.78775e+06	2.9586e+06	3.7622e+06	3.02518e+06	3.36759e+06	2.96728e+06	3.57724e+06	3.28693e+06	3.41834e+06	3.8778e+06	3.93689e+06	3.19305e+06	3.00716e+06	3.13656e+06	4.46121e+06	3.57139e+06	3.06413e+06
A6NED2	RCCD1_HUMAN	RCCD1	RCC1 domain-containing protein 1	1.37706e+07	1.17877e+07	1.25296e+07	1.15417e+07	1.2254e+07	1.19611e+07	1.27384e+07	1.23627e+07	1.29564e+07	1.21851e+07	1.19252e+07	1.36422e+07	1.21908e+07	1.13007e+07	1.05696e+07	1.09473e+07	1.16434e+07	1.26444e+07	1.17706e+07	1.1848e+07	1.25702e+07	1.19563e+07	1.18412e+07	1.09007e+07
A6NFI3	ZN316_HUMAN	ZNF316	Zinc finger protein 316	3.14938e+06	2.4945e+06	3.0586e+06	2.66321e+06	2.62513e+06	2.64052e+06	2.65068e+06	2.94072e+06	2.99831e+06	2.66936e+06	2.59062e+06	2.45986e+06	3.09991e+06	3.71783e+06	3.00018e+06	3.30609e+06	3.20138e+06	3.55721e+06	3.51689e+06	2.70512e+06	2.96324e+06	3.05201e+06	3.2296e+06	3.76803e+06
A6NFQ2	TCAF2_HUMAN	TCAF2	TRPM8 channel-associated factor 2	591200	898697	919291	1.19848e+06	583394	702311	1.12207e+06	1.11173e+06	613849	604206	854138	1.00378e+06	382157	366846	447607	566841	487163	494289	526427	634396	464582	410106	515538	658541
A6NFY4	NEMP2_HUMAN	NEMP2	Nuclear envelope integral membrane protein 2	14996	17428		17538.7	18659	13417.9	16570.3	17741.9	11445.6	17383.5			14950.1	9797.47	13139.3	14790.7	24366.4	20088.8	26258.3	49741.8	20276.9	13663.3	23034.9	18775.7
A6NGC4	TLCD2_HUMAN	TLCD2	TLC domain-containing protein 2	47027.2		79601.3	55843.3	49841.8	45334.4	82438.8	63484.7	76017.2	62618.4	84356.2	54875.4	142269	74996	105353	69628	72122.8	65556.3	104786	72312.9	75395.9		45018.3	55036.1
A6NGR9	MROH6_HUMAN	MROH6	Maestro heat-like repeat-containing protein family member 6	252270	237204	241755	259514	300933	255445	252260	199492	302762	224736	285649	211835	551881	328807	366304	307304	354343	338201	377312	289072	392760	269397	315860	303457
A6NHC0	CAN8_HUMAN	CAPN8	Calpain-8	4136.87	9898.94		11057.9				7921.86		10965.8			69909.2			43849.6	6825.65		9291.93		11392.9	3660.47	37626.8	39102.4
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	152610	864373	5.26883e+06	259848	822471	890504	716304	234703	247101	219954	3.30545e+06	686718	233246	180147	321210	285430	242502	1.47929e+06	225486	163513	244931	209965	253992	199502
